"lang","word","sentiment","value"
"finnish","tunnollin","positive",1
"finnish","tajun","positive",1
"finnish","vihkimin","positive",1
"finnish","säilyttämin","positive",1
"finnish","sääst","positive",1
"finnish","huomattav","positive",1
"finnish","huomaavain","positive",1
"finnish","johdonmukaisuus","positive",1
"finnish","konsol","positive",1
"finnish","konsonant","positive",1
"finnish","muuttumattomuus","positive",1
"finnish","jatkuv","positive",1
"finnish","perustuslaillin","positive",1
"finnish","rakent","positive",1
"finnish","täydellist","positive",1
"finnish","yhteydenoto","positive",1
"finnish","miettimin","positive",1
"finnish","pitoisuus","positive",1
"finnish","jatk","positive",1
"finnish","muoto","positive",1
"finnish","edist","positive",1
"finnish","avustaj","positive",1
"finnish","mukavuus","positive",1
"finnish","mukav","positive",1
"finnish","luostar","positive",1
"finnish","sopimus","positive",1
"finnish","perehtyny","positive",1
"finnish","puhekiel","positive",1
"finnish","muunt","positive",1
"finnish","vakuut","positive",1
"finnish","viile","positive",1
"finnish","viileys","positive",1
"finnish","yhteistyö","positive",1
"finnish","yhteistyö","positive",1
"finnish","yhteistyö","positive",1
"finnish","osuuskun","positive",1
"finnish","yd","positive",1
"finnish","kruunajais","positive",1
"finnish","yhtiö","positive",1
"finnish","ruumiillin","positive",1
"finnish","korjaav","positive",1
"finnish","kirjeenvaihto","positive",1
"finnish","vahvist","positive",1
"finnish","kosmopoliittin","positive",1
"finnish","kodikas","positive",1
"finnish","neuvosto","positive",1
"finnish","neuvo","positive",1
"finnish","neuvonantaj","positive",1
"finnish","lask","positive",1
"finnish","kreivitär","positive",1
"finnish","rohkeus","positive",1
"finnish","rohk","positive",1
"finnish","kohtelias","positive",1
"finnish","kohteliaisuus","positive",1
"finnish","kosiskelu","positive",1
"finnish","laht","positive",1
"finnish","liito","positive",1
"finnish","kehto","positive",1
"finnish","käsityö","positive",1
"finnish","käsityöläin","positive",1
"finnish","kerm","positive",1
"finnish","luoda","positive",1
"finnish","luova","positive",1
"finnish","usko","positive",1
"finnish","credential","positive",1
"finnish","uskottavuus","positive",1
"finnish","uskottav","positive",1
"finnish","luoto","positive",1
"finnish","kiitettäv","positive",1
"finnish","hyvit","positive",1
"finnish","crescendo","positive",1
"finnish","kritiik","positive",1
"finnish","kruunaus","positive",1
"finnish","ratkaisev","positive",1
"finnish","kristal","positive",1
"finnish","hala","positive",1
"finnish","kulinaarin","positive",1
"finnish","huippukoh","positive",1
"finnish","vilj","positive",1
"finnish","viljelty","positive",1
"finnish","viljely","positive",1
"finnish","kulttuur","positive",1
"finnish","ovel","positive",1
"finnish","parannettav olev","positive",1
"finnish","uteliaisuus","positive",1
"finnish","curl","positive",1
"finnish","tyyny","positive",1
"finnish","asiakas","positive",1
"finnish","söpö","positive",1
"finnish","leikkur","positive",1
"finnish","rouva","positive",1
"finnish","tans","positive",1
"finnish","uskalias","positive",1
"finnish","rakas","positive",1
"finnish","hurt","positive",1
"finnish","tytär","positive",1
"finnish","valj","positive",1
"finnish","sopimus","positive",1
"finnish","rakas","positive",1
"finnish","keskustelu","positive",1
"finnish","säädyllisyys","positive",1
"finnish","kunnollin","positive",1
"finnish","toteav","positive",1
"finnish","omistautumin","positive",1
"finnish","puolust","positive",1
"finnish","puolust","positive",1
"finnish","puolustaj","positive",1
"finnish","puolustav","positive",1
"finnish","puolustus","positive",1
"finnish","kunnioitus","positive",1
"finnish","lopullin","positive",1
"finnish","ast","positive",1
"finnish","herkullin","positive",1
"finnish","valtuutetu","positive",1
"finnish","tarkoituksellin","positive",1
"finnish","herkullin","positive",1
"finnish","ilo","positive",1
"finnish","iloin","positive",1
"finnish","ihastuttav","positive",1
"finnish","pelastus","positive",1
"finnish","toimitus","positive",1
"finnish","demokrat","positive",1
"finnish","todistettav","positive",1
"finnish","demonstratiivin","positive",1
"finnish","riippuvain","positive",1
"finnish","syvyys","positive",1
"finnish","kuvailev","positive",1
"finnish","ans","positive",1
"finnish","ansaitu","positive",1
"finnish","suunnittelij","positive",1
"finnish","toivottav","positive",1
"finnish","halut","positive",1
"finnish","haluav","positive",1
"finnish","määränp","positive",1
"finnish","hava","positive",1
"finnish","havaitsemin","positive",1
"finnish","määritys","positive",1
"finnish","määräytyy","positive",1
"finnish","kehit","positive",1
"finnish","harras","positive",1
"finnish","hurskas","positive",1
"finnish","kätevyys","positive",1
"finnish","timant","positive",1
"finnish","päiväkirj","positive",1
"finnish","sanakirj","positive",1
"finnish","opettav","positive",1
"finnish","ruokavalio -","positive",1
"finnish","arvokas","positive",1
"finnish","arvokkuus","positive",1
"finnish","ahkeruus","positive",1
"finnish","päivällin","positive",1
"finnish","diplomat","positive",1
"finnish","diplomaattin","positive",1
"finnish","johtaj","positive",1
"finnish","löytö","positive",1
"finnish","hienovarain","positive",1
"finnish","harkintav","positive",1
"finnish","harkinnanvarain","positive",1
"finnish","keskustelu","positive",1
"finnish","desinfioint","positive",1
"finnish","hävitettäv","positive",1
"finnish","levit","positive",1
"finnish","tislaus","positive",1
"finnish","ero","positive",1
"finnish","laulelm","positive",1
"finnish","monipuolin","positive",1
"finnish","monipuolin","positive",1
"finnish","harhautus","positive",1
"finnish","jumaluus","positive",1
"finnish","lääkär","positive",1
"finnish","tekij","positive",1
"finnish","sitk","positive",1
"finnish","delf","positive",1
"finnish","hal","positive",1
"finnish","don","positive",1
"finnish","lahjoitus","positive",1
"finnish","epäilemät","positive",1
"finnish","kyyhky","positive",1
"finnish","untuvain","positive",1
"finnish","dueto","positive",1
"finnish","hertu","positive",1
"finnish","kestävyys","positive",1
"finnish","kestäv","positive",1
"finnish","velvollisuudentuntoin","positive",1
"finnish","innokas","positive",1
"finnish","innokkuus","positive",1
"finnish","jaarl","positive",1
"finnish","ans","positive",1
"finnish","innokas","positive",1
"finnish","hartaast","positive",1
"finnish","vakavuud","positive",1
"finnish","helppous","positive",1
"finnish","rasit","positive",1
"finnish","intohimoin","positive",1
"finnish","syödä","positive",1
"finnish","ekst","positive",1
"finnish","hurmioitunu","positive",1
"finnish","mielenylennys","positive",1
"finnish","koulut","positive",1
"finnish","sivistyny","positive",1
"finnish","koulutus -","positive",1
"finnish","tehokas","positive",1
"finnish","tehokkuus","positive",1
"finnish","tehokkuus","positive",1
"finnish","tehokas","positive",1
"finnish","ponnistus","positive",1
"finnish","siemensyöksy","positive",1
"finnish","laatimin","positive",1
"finnish","riemu","positive",1
"finnish","vanhemp","positive",1
"finnish","vanhim","positive",1
"finnish","valitu","positive",1
"finnish","sähköin","positive",1
"finnish","sähkö","positive",1
"finnish","tyylikkyys","positive",1
"finnish","tyylikäs","positive",1
"finnish","korkeus","positive",1
"finnish","oikeutetu","positive",1
"finnish","eliit","positive",1
"finnish","puhetaito","positive",1
"finnish","kaunopuhein","positive",1
"finnish","vala","positive",1
"finnish","emansipaatio","positive",1
"finnish","syle","positive",1
"finnish","emeritus","positive",1
"finnish","kohoum","positive",1
"finnish","etev","positive",1
"finnish","ilmeis","positive",1
"finnish","emiir","positive",1
"finnish","empat","positive",1
"finnish","valtuut","positive",1
"finnish","jäljit","positive",1
"finnish","mahdollist","positive",1
"finnish","enablement","positive",1
"finnish","hurm","positive",1
"finnish","lumotu","positive",1
"finnish","lumoav","positive",1
"finnish","encor","positive",1
"finnish","rohk","positive",1
"finnish","rohkaisu","positive",1
"finnish","tietosanakirj","positive",1
"finnish","yrit","positive",1
"finnish","loputo","positive",1
"finnish","ant","positive",1
"finnish","suotu","positive",1
"finnish","lahjoitusvar","positive",1
"finnish","kestävyys","positive",1
"finnish","kest","positive",1
"finnish","energin","positive",1
"finnish","valvo","positive",1
"finnish","kihlo","positive",1
"finnish","harjoit","positive",1
"finnish","parant","positive",1
"finnish","naut","positive",1
"finnish","naut","positive",1
"finnish","vala","positive",1
"finnish","valistus","positive",1
"finnish","elävöit","positive",1
"finnish","rikastut","positive",1
"finnish","yhtye","positive",1
"finnish","lipu","positive",1
"finnish","yritteliäs","positive",1
"finnish","viihdyt","positive",1
"finnish","viihdyttiv","positive",1
"finnish","huvittav","positive",1
"finnish","viihd","positive",1
"finnish","innostus","positive",1
"finnish","intoilij","positive",1
"finnish","enviro","positive",1
"finnish","ephemeris","positive",1
"finnish","eeppin","positive",1
"finnish","ruumiillistum","positive",1
"finnish","tasa-arvo","positive",1
"finnish","yhtäläis","positive",1
"finnish","tasapaino","positive",1
"finnish","oma pääoma","positive",1
"finnish","eroottin","positive",1
"finnish","asia","positive",1
"finnish","oppinu","positive",1
"finnish","paeta","positive",1
"finnish","espr","positive",1
"finnish","olennain","positive",1
"finnish","vakiintunu","positive",1
"finnish","kunnioitus","positive",1
"finnish","esteettin","positive",1
"finnish","eettin","positive",1
"finnish","etiik","positive",1
"finnish","ikivihr","positive",1
"finnish","ikuin","positive",1
"finnish","ilmein","positive",1
"finnish","evoluutio","positive",1
"finnish","ylent","positive",1
"finnish","ylev","positive",1
"finnish","erinomain","positive",1
"finnish","kiihot","positive",1
"finnish","jännittäv","positive",1
"finnish","eksoottin","positive",1
"finnish","selit","positive",1
"finnish","erinomain","positive",1
"finnish","ylimääräin","positive",1
"finnish","usko","positive",1
"finnish","kuuluis","positive",1
"finnish","lumoav","positive",1
"finnish","suosik","positive",1
"finnish","peloto","positive",1
"finnish","saavutus","positive",1
"finnish","ominaisuus","positive",1
"finnish","laivasto","positive",1
"finnish","joustavuus","positive",1
"finnish","virtaus","positive",1
"finnish","väri","positive",1
"finnish","lentäv","positive",1
"finnish","fokus","positive",1
"finnish","ruoka","positive",1
"finnish","työnjohtaj","positive",1
"finnish","tako","positive",1
"finnish","kaava","positive",1
"finnish","linnoitus","positive",1
"finnish","ystäv","positive",1
"finnish","ystävällin","positive",1
"finnish","ystävyys","positive",1
"finnish","täyttymys","positive",1
"finnish","täysi","positive",1
"finnish","hausk","positive",1
"finnish","fuusio","positive",1
"finnish","hyöty","positive",1
"finnish","puutarh","positive",1
"finnish","vaihd","positive",1
"finnish","helm","positive",1
"finnish","ylein","positive",1
"finnish","lahj","positive",1
"finnish","antamin","positive",1
"finnish","pilkahdus","positive",1
"finnish","kun","positive",1
"finnish","hehku","positive",1
"finnish","jumal","positive",1
"finnish","kul","positive",1
"finnish","hyvä","positive",1
"finnish","armo","positive",1
"finnish","sorj","positive",1
"finnish","isoäit","positive",1
"finnish","suuruus","positive",1
"finnish","vihr","positive",1
"finnish","tervehdys","positive",1
"finnish","virn","positive",1
"finnish","kasv","positive",1
"finnish","vartij","positive",1
"finnish","opastus","positive",1
"finnish","opas","positive",1
"finnish","onnellisuus","positive",1
"finnish","onnellin","positive",1
"finnish","harmon","positive",1
"finnish","sato","positive",1
"finnish","taiva","positive",1
"finnish","auttaj","positive",1
"finnish","hilp","positive",1
"finnish","vuokraus","positive",1
"finnish","harrast","positive",1
"finnish","loma","positive",1
"finnish","pyhä","positive",1
"finnish","rehellin","positive",1
"finnish","häämatk","positive",1
"finnish","toivo","positive",1
"finnish","toiveikas","positive",1
"finnish","talous","positive",1
"finnish","hala","positive",1
"finnish","inhimillin","positive",1
"finnish","kota","positive",1
"finnish","heti","positive",1
"finnish","tärkeys","positive",1
"finnish","tärk","positive",1
"finnish","tähdent","positive",1
"finnish","parantunu","positive",1
"finnish","sisält","positive",1
"finnish","muka luk","positive",1
"finnish","tulo","positive",1
"finnish","lisä","positive",1
"finnish","itsenäisyys","positive",1
"finnish","ääretö","positive",1
"finnish","perintö","positive",1
"finnish","viattomuus","positive",1
"finnish","innovaatio","positive",1
"finnish","tiedustelu","positive",1
"finnish","opetus","positive",1
"finnish","rehellisyys","positive",1
"finnish","älykäs","positive",1
"finnish","kanssakäymin","positive",1
"finnish","mielenkiintoin","positive",1
"finnish","kutsu","positive",1
"finnish","rauta","positive",1
"finnish","jättipot","positive",1
"finnish","hilo","positive",1
"finnish","liit","positive",1
"finnish","journal","positive",1
"finnish","matk","positive",1
"finnish","ilo","positive",1
"finnish","hypä","positive",1
"finnish","oikeudenmukaisuus","positive",1
"finnish","ystävällin","positive",1
"finnish","kuningas","positive",1
"finnish","suudelm","positive",1
"finnish","kissanpentu","positive",1
"finnish","ritar","positive",1
"finnish","tieto","positive",1
"finnish","maa","positive",1
"finnish","laser","positive",1
"finnish","naura","positive",1
"finnish","johtaj","positive",1
"finnish","op","positive",1
"finnish","oppimin","positive",1
"finnish","oikeudellin","positive",1
"finnish","vapaa-aik","positive",1
"finnish","lievä","positive",1
"finnish","vapaus","positive",1
"finnish","leijo","positive",1
"finnish","her","positive",1
"finnish","rakkaus","positive",1
"finnish","iha","positive",1
"finnish","rakastaj","positive",1
"finnish","uskollin","positive",1
"finnish","uskollisuus","positive",1
"finnish","on","positive",1
"finnish","onnekas","positive",1
"finnish","upe","positive",1
"finnish","neito","positive",1
